Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.333s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	5.48	-1.00	-1.00	3.59	-1.00	-1.00	4.00
12.00	-1.00	-1.00	5.42	-1.00	-1.00	5.12	-1.00	-1.00	4.65
13.00	-1.00	-1.00	1.00	-1.00	-1.00	5.71	-1.00	-1.00	4.06
14.00	-1.00	-1.00	0.35	-1.00	-1.00	4.06	-1.00	-1.00	3.94
15.00	-1.00	-1.00	1.18	-1.00	-1.00	6.65	-1.00	-1.00	2.30
16.00	-1.00	-1.00	2.59	-1.00	-1.00	6.01	-1.00	-1.00	6.42
17.00	-1.00	-1.00	7.54	-1.00	-1.00	5.00	-1.00	-1.00	3.24
18.00	-1.00	-1.00	1.83	-1.00	-1.00	7.12	-1.00	-1.00	4.71
19.00	-1.00	-1.00	4.89	-1.00	-1.00	5.06	-1.00	-1.00	3.00
20.00	-1.00	-1.00	4.77	-1.00	-1.00	3.83	-1.00	-1.00	3.24
21.00	-1.00	-1.00	5.53	-1.00	-1.00	1.12	-1.00	-1.00	1.65
22.00	-1.00	-1.00	5.18	-1.00	-1.00	4.18	-1.00	-1.00	4.00
23.00	-1.00	-1.00	4.06	-1.00	-1.00	3.89	-1.00	-1.00	1.94
24.00	-1.00	-1.00	7.24	-1.00	-1.00	4.36	-1.00	-1.00	3.94
25.00	-1.00	-1.00	5.65	-1.00	-1.00	6.18	-1.00	-1.00	4.95
26.00	-1.00	-1.00	1.41	-1.00	-1.00	2.59	-1.00	-1.00	1.47
27.00	-1.00	-1.00	3.83	-1.00	-1.00	5.83	-1.00	-1.00	4.36
28.00	-1.00	-1.00	6.06	-1.00	-1.00	3.12	-1.00	-1.00	4.59
29.00	-1.00	-1.00	6.01	-1.00	-1.00	2.00	-1.00	-1.00	3.53
30.00	-1.00	-1.00	6.59	-1.00	-1.00	4.24	-1.00	-1.00	7.36
31.00	-1.00	-1.00	4.65	-1.00	-1.00	4.83	-1.00	-1.00	4.47
32.00	-1.00	-1.00	4.06	-1.00	-1.00	3.53	-1.00	-1.00	2.94
33.00	-1.00	-1.00	4.53	-1.00	-1.00	5.42	-1.00	-1.00	3.53
34.00	-1.00	-1.00	6.18	-1.00	-1.00	2.18	-1.00	-1.00	4.53
35.00	-1.00	-1.00	1.24	-1.00	-1.00	1.83	-1.00	-1.00	3.59
36.00	-1.00	-1.00	3.42	-1.00	-1.00	2.53	-1.00	-1.00	3.36
37.00	-1.00	-1.00	6.12	-1.00	-1.00	2.83	-1.00	-1.00	4.53
38.00	-1.00	-1.00	5.00	-1.00	-1.00	6.12	-1.00	-1.00	4.12
39.00	-1.00	-1.00	5.24	-1.00	-1.00	1.59	-1.00	-1.00	5.89
10.1.1.3	4.40	2607.92
10.1.1.9	3.93	2698.49
10.1.1.6	4.24	2596.71
