Waf: Entering directory `/home/synrg/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.421s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	1.77	-1.00	-1.00	1.53	-1.00	-1.00	0.00
12.00	-1.00	-1.00	7.65	-1.00	-1.00	0.35	-1.00	-1.00	0.00
13.00	-1.00	-1.00	4.95	-1.00	-1.00	6.18	-1.00	-1.00	1.18
14.00	-1.00	-1.00	1.00	-1.00	-1.00	6.89	-1.00	-1.00	5.06
15.00	-1.00	-1.00	1.41	-1.00	-1.00	2.94	-1.00	-1.00	4.24
16.00	-1.00	-1.00	0.06	-1.00	-1.00	6.83	-1.00	-1.00	0.18
17.00	-1.00	-1.00	4.42	-1.00	-1.00	2.47	-1.00	-1.00	1.30
18.00	-1.00	-1.00	4.95	-1.00	-1.00	7.07	-1.00	-1.00	2.94
19.00	-1.00	-1.00	2.59	-1.00	-1.00	3.47	-1.00	-1.00	5.30
20.00	-1.00	-1.00	1.30	-1.00	-1.00	5.00	-1.00	-1.00	1.53
21.00	-1.00	-1.00	2.00	-1.00	-1.00	0.00	-1.00	-1.00	0.47
22.00	-1.00	-1.00	7.48	-1.00	-1.00	8.01	-1.00	-1.00	0.59
23.00	-1.00	-1.00	3.42	-1.00	-1.00	0.00	-1.00	-1.00	0.59
24.00	-1.00	-1.00	2.12	-1.00	-1.00	0.00	-1.00	-1.00	1.12
25.00	-1.00	-1.00	5.77	-1.00	-1.00	3.47	-1.00	-1.00	0.82
26.00	-1.00	-1.00	2.12	-1.00	-1.00	0.29	-1.00	-1.00	1.47
27.00	-1.00	-1.00	0.88	-1.00	-1.00	3.77	-1.00	-1.00	1.83
28.00	-1.00	-1.00	4.06	-1.00	-1.00	3.89	-1.00	-1.00	0.59
29.00	-1.00	-1.00	0.88	-1.00	-1.00	3.59	-1.00	-1.00	0.47
30.00	-1.00	-1.00	0.59	-1.00	-1.00	1.59	-1.00	-1.00	3.00
31.00	-1.00	-1.00	2.06	-1.00	-1.00	0.77	-1.00	-1.00	1.18
32.00	-1.00	-1.00	0.77	-1.00	-1.00	0.18	-1.00	-1.00	1.00
33.00	-1.00	-1.00	2.83	-1.00	-1.00	0.29	-1.00	-1.00	0.71
34.00	-1.00	-1.00	1.06	-1.00	-1.00	0.00	-1.00	-1.00	1.24
35.00	-1.00	-1.00	1.12	-1.00	-1.00	3.77	-1.00	-1.00	1.00
36.00	-1.00	-1.00	1.18	-1.00	-1.00	5.00	-1.00	-1.00	0.29
37.00	-1.00	-1.00	1.30	-1.00	-1.00	7.01	-1.00	-1.00	2.00
38.00	-1.00	-1.00	0.41	-1.00	-1.00	0.35	-1.00	-1.00	0.65
39.00	-1.00	-1.00	0.82	-1.00	-1.00	0.18	-1.00	-1.00	0.77
10.1.1.6	3.16	311772.73
10.1.1.3	2.48	251586.56
10.1.1.9	1.46	268047.94
