Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.427s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	0.17	-1.00	-1.00	1.74	-1.00	-1.00	0.46
12.00	-1.00	-1.00	0.17	-1.00	-1.00	0.52	-1.00	-1.00	0.81
13.00	-1.00	-1.00	1.22	-1.00	-1.00	0.17	-1.00	-1.00	1.91
14.00	-1.00	-1.00	0.58	-1.00	-1.00	1.33	-1.00	-1.00	0.29
15.00	-1.00	-1.00	1.10	-1.00	-1.00	0.81	-1.00	-1.00	0.98
16.00	-1.00	-1.00	0.58	-1.00	-1.00	0.98	-1.00	-1.00	0.70
17.00	-1.00	-1.00	0.12	-1.00	-1.00	1.04	-1.00	-1.00	1.39
18.00	-1.00	-1.00	0.23	-1.00	-1.00	0.46	-1.00	-1.00	0.17
19.00	-1.00	-1.00	0.70	-1.00	-1.00	0.70	-1.00	-1.00	1.10
20.00	-1.00	-1.00	0.29	-1.00	-1.00	1.33	-1.00	-1.00	0.75
21.00	-1.00	-1.00	0.75	-1.00	-1.00	0.29	-1.00	-1.00	0.64
22.00	-1.00	-1.00	1.41	-1.00	-1.00	1.16	-1.00	-1.00	0.70
23.00	-1.00	-1.00	0.79	-1.00	-1.00	0.58	-1.00	-1.00	1.33
24.00	-1.00	-1.00	0.58	-1.00	-1.00	0.75	-1.00	-1.00	0.29
25.00	-1.00	-1.00	1.22	-1.00	-1.00	0.46	-1.00	-1.00	0.23
26.00	-1.00	-1.00	0.87	-1.00	-1.00	1.16	-1.00	-1.00	1.22
27.00	-1.00	-1.00	1.27	-1.00	-1.00	0.81	-1.00	-1.00	0.98
28.00	-1.00	-1.00	0.46	-1.00	-1.00	0.93	-1.00	-1.00	0.98
29.00	-1.00	-1.00	1.74	-1.00	-1.00	0.58	-1.00	-1.00	0.29
30.00	-1.00	-1.00	0.17	-1.00	-1.00	1.22	-1.00	-1.00	1.10
31.00	-1.00	-1.00	1.45	-1.00	-1.00	1.62	-1.00	-1.00	1.04
32.00	-1.00	-1.00	0.35	-1.00	-1.00	1.39	-1.00	-1.00	0.58
33.00	-1.00	-1.00	0.87	-1.00	-1.00	0.75	-1.00	-1.00	1.10
34.00	-1.00	-1.00	0.41	-1.00	-1.00	1.04	-1.00	-1.00	0.64
35.00	-1.00	-1.00	0.52	-1.00	-1.00	1.22	-1.00	-1.00	0.64
36.00	-1.00	-1.00	0.93	-1.00	-1.00	0.35	-1.00	-1.00	0.87
37.00	-1.00	-1.00	0.58	-1.00	-1.00	0.75	-1.00	-1.00	0.87
38.00	-1.00	-1.00	1.39	-1.00	-1.00	1.68	-1.00	-1.00	1.04
39.00	-1.00	-1.00	1.33	-1.00	-1.00	0.46	-1.00	-1.00	0.35
10.1.1.3	0.87	2767.23
10.1.1.6	1.00	2329.53
10.1.1.9	0.89	2671.41
