Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.414s)
CreateVariables () DONE !!!
Creating 9 APs 30.00 and 30.00 m apart.
CreateApNodes () DONE !!!
Creating CL 10.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8
11.00	-1.00	-1.00	1.45	-1.00	-1.00	0.00	-1.00	-1.00	0.52
12.00	-1.00	-1.00	0.98	-1.00	-1.00	1.91	-1.00	-1.00	1.27
13.00	-1.00	-1.00	1.04	-1.00	-1.00	1.04	-1.00	-1.00	1.56
14.00	-1.00	-1.00	1.04	-1.00	-1.00	1.74	-1.00	-1.00	0.17
15.00	-1.00	-1.00	0.58	-1.00	-1.00	0.87	-1.00	-1.00	0.23
16.00	-1.00	-1.00	0.81	-1.00	-1.00	1.45	-1.00	-1.00	0.98
17.00	-1.00	-1.00	1.33	-1.00	-1.00	0.75	-1.00	-1.00	0.35
18.00	-1.00	-1.00	1.10	-1.00	-1.00	1.45	-1.00	-1.00	1.16
19.00	-1.00	-1.00	1.62	-1.00	-1.00	0.35	-1.00	-1.00	1.16
20.00	-1.00	-1.00	1.51	-1.00	-1.00	1.10	-1.00	-1.00	1.74
21.00	-1.00	-1.00	1.33	-1.00	-1.00	0.98	-1.00	-1.00	0.98
22.00	-1.00	-1.00	0.23	-1.00	-1.00	1.33	-1.00	-1.00	1.22
23.00	-1.00	-1.00	1.27	-1.00	-1.00	1.68	-1.00	-1.00	1.80
24.00	-1.00	-1.00	0.75	-1.00	-1.00	0.87	-1.00	-1.00	1.68
25.00	-1.00	-1.00	1.27	-1.00	-1.00	1.27	-1.00	-1.00	1.04
26.00	-1.00	-1.00	1.27	-1.00	-1.00	1.62	-1.00	-1.00	1.45
27.00	-1.00	-1.00	0.81	-1.00	-1.00	0.75	-1.00	-1.00	0.52
28.00	-1.00	-1.00	1.33	-1.00	-1.00	0.58	-1.00	-1.00	0.52
29.00	-1.00	-1.00	0.06	-1.00	-1.00	1.74	-1.00	-1.00	0.75
30.00	-1.00	-1.00	0.70	-1.00	-1.00	0.87	-1.00	-1.00	1.10
31.00	-1.00	-1.00	0.93	-1.00	-1.00	1.45	-1.00	-1.00	0.98
32.00	-1.00	-1.00	0.75	-1.00	-1.00	0.29	-1.00	-1.00	0.75
33.00	-1.00	-1.00	0.98	-1.00	-1.00	1.51	-1.00	-1.00	1.39
34.00	-1.00	-1.00	0.46	-1.00	-1.00	1.68	-1.00	-1.00	1.91
35.00	-1.00	-1.00	0.81	-1.00	-1.00	1.33	-1.00	-1.00	0.64
36.00	-1.00	-1.00	0.52	-1.00	-1.00	1.16	-1.00	-1.00	1.22
37.00	-1.00	-1.00	1.28	-1.00	-1.00	0.81	-1.00	-1.00	0.98
38.00	-1.00	-1.00	0.75	-1.00	-1.00	1.56	-1.00	-1.00	1.62
39.00	-1.00	-1.00	1.56	-1.00	-1.00	0.41	-1.00	-1.00	0.41
10.1.1.6	1.26	2685.86
10.1.1.9	1.15	3164.51
10.1.1.3	1.06	2999.39
